code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
amphibious_warfare_training_desc;Army NCO Training.;;Die Erfahrungen des ersten Weltkriegs hatten nicht nur das Potential der amphibischen Kriegsführung gezeigt, sondern auch die Beschränkungen der aktuellen Methoden und Ausrüstungen. Aus diesem Grund arbeiteten die Großmächte in der Zwischenkriegszeit an der Verbesserung ihrer Fähigkeiten, effiziente amphibische Angriffe durchzuführen. Diese Bemühungen beinhalteten nicht nur die Entwicklung benötigter Ausrüstungen wie spezialisierte Landungsfahrzeuge, sondern auch die Aufstellung und Ausbildung spezialisierter Landeinheiten für amphibische Angriffe. Darüber hinaus wurden bestimmte Marinestrategien und -taktiken entworfen, um Kriegsschiffe zur Unterstützung und zum Schutz amphibischer Operationen bestmöglich einzusetzen.;;;;;;;;;;;x
anaesthesia;By having high ranking officers attending politicians and being experts in defence commissions etc the Army could easily have a strong influence over the political decisions concerning the defence and the security policy.;;;;;;;;;;;;;x
anaesthesia_desc;Army Professionalism.;;;;;;;;;;;;;x
analytic_philosophy;Army Risk Management.;Philosophie analytique;Analytische Philosophie;;;;;;;;;;;x
analytic_philosophy_desc;At this time the professionalization of the officer corps and the fact the majority of it consisted of middle-class men rather than gentry increased its societal status.;Philosophie analytique;Analytische Philosophie;;;;;;;;;;;x
anatol_rapoport;The wargames where staff training. It meant playing out a situation, a fictive war of conflict, and setting to staffs against each other and training them in order writing, communications and planning. At some degree it also trained their tactical and operational skill.;;;;;;;;;;;;;x
anatol_rapoport_desc;Art Deco is an influential visual arts design style which first appeared in France during the 1920s, flourished internationally during the 30s and 40s, then waned in the post–World War II era. It is an eclectic style that combines traditional craft motifs with Machine Age imagery and materials. The style is often characterized by rich colours, bold geometric shapes and lavish ornamentation. Deco emerged from the Interwar period when rapid industrialization was transforming culture. One of its major attributes is an embrace of technology. This distinguishes Deco from the organic motifs favoured by its predecessor Art Nouveau.;;;;;;;;;;;;;x
anna_freud;The criss-cross pattern of railways became such that the economy of an entire nation depended upon them. In time, all industrial and commercial traffic moved on railways. Fortunes were built and lost on the construction of these arteries of commerce alone.;;;;;;;;;;;;;x
anna_freud_desc;Our understanding of chemistry has led to the development of artificial nitrates, reducing our dependency on naturally-extracted nitrates in sulphur production.;;;;;;;;;;;;;x
annual_report_proceedings;Sir Arthur John Evans was a British archaeologist most famous for unearthing the palace of Knossos on the Greek island of Crete and for developing the concept of Minoan civilization from the structures of the artefacts found there and elsewhere throughout the eastern Mediterranean.;;;;;;;;;;;;;x
annual_report_proceedings_desc;This was the technique of making fertilizers in a laboratory instead on relying on by-products from animals.;En réglementant les procédures des rapports annuels des entreprises, on améliora la transparence du marché au bénéfice des investisseurs et des actionnaires. Il était aussi plus facile de suivre l'évolution des entreprises en difficulté.;Durch die Einführung von Verfahrensregeln für unternehmerische Jahresberichte erhöhte sich zur Freude von Investoren und Eigentümern die Markttransparenz. Darüber hinaus wurde so die Überwachung von Firmen in finanziellen Schwierigkeiten vereinfacht.;;;;;;;;;;;x
annual_report_proceedings_desc;The Industrial Revolution of the 19th century affected practically all areas of human endeavour, and the production of artillery was no exception. What had previously been a lengthy process of cast moulding bronze cannons would—in the hands of luminaries of the industry, such as Alfred Krupp or Hiram Maxim—become an industrialized and exact science.;;;;;;;;;;;;;x
anti__rationalism;Since antiquity people have used preparations of willow bark and other salicylate-rich plants to reduce pain and inflammation. In the 1800s chemists began exploring related compounds in the hope of finding one with similar medicinal properties but fewer side effects. German chemists eventually developed reliable methods of synthesizing acetylsalicylic acid, a salicylate derivative that the Bayer corporation trademarked as ‘Aspirin.’ It soon became one of the most-used medications in the world, and a cornerstone of modern medical care.;;;;;;;;;;;;;x
anti__rationalism_desc;Assembly Line.;;;;;;;;;;;;;x
anti_aircraft_artillery;Associationism.;Artillerie antiaérienne;Flugabwehrartillerie;;;;;;;;;;;x
anti_aircraft_artillery_desc;Atheism is the doctrine or belief that there is no God. People sharing this belief often resort to different means to compensate for the lack of a ‘higher figure’.;En réponse au rôle de plus en plus important de l'aviation lors des conflits armés, de nouvelles méthodes et armes furent conçues pour contrer une telle menace. En la matière, l'artillerie antiaérienne jouait un rôle prépondérant.;Als Reaktion auf die zunehmend bedeutende Rolle von Flugzeugen in bewaffneten Konflikten wurden neue Abwehrmethoden und Waffen gegen diese neue Bedrohung entwickelt. Spezialisierte Flugabwehrartillerie war ein großer Fortschritt auf diesem Gebiet.;;;;;;;;;;;x
anti_egalitarianism;Isidore Auguste Marie François Xavier Comte was a French philosopher who founded the political and philosophical movement known as Positivism. He is best known for his six-volume work ‘The Course on Positive Philosophy’ in which he described a law of three stages in the development of the human mind and developed a unifying philosophy of science. Comte’s law was a progressive process. The human mind begins by seeking answers to its questions in theology. Mental development passes through a transition stage to a ‘positive’ or final state, where supernatural or abstract causes are rejected in favour of seeking answers through scientific laws. His accompanying philosophy of science was influential for decades after his death. Within the positivist framework, the interrelation of the various branches of sciences is maintained despite their increasing divergence and level of specialization.;Anti-égalitarisme;Anti-Egalitarismus;;;;;;;;;;;x
anti_egalitarianism_desc;French philosopher, mathematician and economist, Augustin Cournot has been rightly hailed as one of the greatest of the Proto-Marginalists.  The unique insights of his major economics work, Researches into the ‘Mathematical Principles of Wealth’ (1838) were without parallel.  Although neglected in his time, the impact of Cournot work on modern economics can hardly be overstated.;;Die Ansicht basiert auf der Theorie des Naturrechts, dass die Geburt des Einzelnen niemals ungerecht sein kann und dass die Gerechtigkeit vollkommen rational ist. Dies bedeutete, dass die Ansicht, Handlungen müssten zur Steigerung der Gleichberechtigung unternommen werden, falsch war, falls solche Handlungen keinen rechtlichen Fehler korrigierten.;;;;;;;;;;;x
anti_trust_laws;Derived from the Ancient Greek for self-sufficiency, in the early twentieth century autarky was the goal for many States that felt further dependence upon the global economy was a threat to their national independence or the ideological basis of their regimes. In order to achieve autarky, such states would impose huge tariff barriers to imports from overseas, encourage the development of local industries to produce goods previously imported, strictly regulate foreign trade to preserve national income, and investigate the development of alternative substitutes to critical raw materials that were not available to the nation except from the world market. As an economic policy autarky could be called a twentieth-century revision of mercantilism, and while most often used by Communist and Fascist regimes that rejected all or part the capitalist model of economic production, even capitalist nations would resort to elements of autarky in times of economic instability, especially if they controlled large overseas empires that could provide key raw materials.;;;;;;;;;;;;;x
anti_trust_laws_desc;Authoritarianism is the view that authority is the most important value which give balance and stability to it. It is often combined with traditionalism to give an epistemological foundation for who should wield this authority.;;;;;;;;;;;;;x
