;red;green;blue;x;x
3242;126;233;253;Maury Sea Channel;x
3243;111;223;253;Southeast Pacific Basin;x
3244;5;204;254;Jaluit Passage;x
3245;106;203;253;Markov Plains;x
3246;49;150;138;Sankt-Barthélemy;x
3247;52;14;236;West Hawaii;x
3248;53;14;240;West Magellan Strait;x 
3249;54;14;244;Old Tianjin;x
3250;55;14;248;Fribourg;x
3251;56;14;232;Monaco;x
3252;57;14;236;Andorra;x
3253;58;14;240;Vaduz;x
3254;59;14;244;Bückeburg;x
3255;62;14;236;Reuss;x
3256;61;14;232;Sondershausen;x
3257;62;14;237;Waldeck;x
3258;99;16;244;Kech;x
3259;64;14;244;Jadegebiet;x
3260;65;14;248;Sado;x
3261;66;14;232;Pescara;x
3262;67;14;236;Beilun;x
3263;69;14;244;Fort William;x
3264;70;14;248;Frederiksrerne;x
3265;71;16;232;Essen;x
3266;72;16;236;San Marino;x
3267;73;16;240;Bielefeld;x
3268;74;16;244;Exeter;x
3269;75;16;248;Portsmouth;x
3270;76;16;232;Wetzlar;x
3271;77;16;236;Jura;x
3272;78;16;240;Brig;x
3273;79;16;244;Seiyun;x
3274;80;16;248;Svaneti;x
3275;255;255;0;Kapoea;x
3276;82;16;236;Kutai Timur;x
3277;72;72;88;Hultschin;x
3278;144;176;100;Manifa;x
3279;127;63;63;Kelmentsi;x
3280;0;255;255;Lake Temiscouata;x
3281;1;1;1;Fraustadt;x
3282;128;128;128;Olsnitz;x
3283;254;254;254;Branau;x
3284;93;112;128;Môle St-Nicolas;x
3285;255;106;0;Frauenstadt;x
3286;127;106;0;Steinamanger;x
3287;0;255;144;Olivenza;x
3288;0;74;127;Tarvis;x
3289;0;125;85;Csakathurn;x
3290;125;125;125;Bosilegrad;x
3291;72;175;143;Ustrumca;x
3292;100;16;248;Al Salman;x
3293;127;0;55;Bayburt;x
3294;127;0;110;Al-Muabbada;x
3295;91;127;0;Ambrosio;x
3296;81;16;232;Pauini;x
3297;48;48;48;Majuria;x
3298;161;161;161;Corumbá;x
3299;16;0;125;Taltal;x
3300;172;190;0;Eutin;x
3301;157;107;76;Rinteln;x
3302;255;0;0;Birkenfeld;x
3303;69;42;66;Altenburg;x
3304;112;128;112;Schleusingen;x
3305;100;100;15;Schmalkalden;x
3306;197;170;51;Homburg;x
3307;0;127;70;Gersfeld;x
3308;167;164;48;Ungwar;x
3309;8;175;23;Maria-Theresiopel;x
3310;104;88;117;Jablonka;x
3311;104;96;47;Ferlach;x
3312;135;128;79;Pettau;x
3313;64;64;175;Venlo;x
3314;255;216;0;Schaffhausen;x
3315;178;0;255;Paracel and Spratly Islands;x
3316;45;164;87;Kergeulen;x
3317;175;48;176;Western Aleutians;x
3318;199;159;207;Arlon;x
3319;50;180;150;Groß Kikinda;x
3320;127;51;0;Kelmis;x
3321;177;166;143;Mitroviça;x
3322;200;115;160;Thionville;x
3323;64;64;64;Konin;x
3324;109;127;63;Phoenix Islands;x
3325;135;205;255;Rubiás;x
3326;145;210;87;San Mun;x
3327;101;16;232;Jeremie;x
3328;102;16;236;Port-de-Paix;x
3329;103;16;240;Fort-Liberte;x
3330;104;16;244;Manneville;x
3331;111;17;248;Jaroslau;x
3332;107;16;236;Lausanne;x
3333;254;1;1;Ballum;x
3334;105;112;128;Puerto Lempira;x
3335;122;216;219;Dhir;
3336;175;72;165;Khairpur;
3337;219;171;83;Patiala;
3338;133;150;221;Junagadh;
3339;132;136;158;Nabarangpur;
3340;170;128;177;Koraput;
3341;231;203;107;Kalahandi;
3342;127;163;99;Cooch Behar;
3343;101;116;163;Shillong;
3344;165;164;135;Aizawl;
3345;48;50;165;Kohima;
3346;145;201;216;Tehri;
3347;192;239;117;Aksai Chin;
3348;79;136;145;Pudukkottai;
3349;92;155;68;Cavan;
3350;133;164;53;Ágion Óros;
3351;24;174;200;Zaqatala;
3352;168;154;241;Sochi;
3353;239;215;196;Tiraspol;
3354;52;103;135;Versailles;
3355;175;104;6;Jan Mayen;
3356;220;57;156;Daridere;
3357;99;151;22;Val d’Aran;
3358;26;75;75;Pluzine;
3359;169;143;131;Salla;
3360;116;111;21;Lorri;
3361;177;160;129;Cisr-i Mustafapasha;
3362;190;160;0;Robion;
3363;63;90;63;Bardonecchia;
3364;119;55;87;Debre-i Zir;
3365;125;111;111;Görice;
3366;248;59;90;Krepost Ross;
3367;81;150;194;Havasupai;
3368;108;248;67;Ensenada;
3369;199;38;239;San Augustine;
3370;33;200;51;Nacogdoches;
3371;180;46;166;Guadalupe Victoria;
3372;90;180;10;Llano Estacado;
3373;135;9;12;Jacmel;
3374;182;23;228;Vatican City;
3375;33;254;108;Faeto;
3376;84;192;95;Ivanograd;
3377;178;211;9;Pechory;
3378;178;134;18;Abrene;
3379;50;25;38;Kuolajärvi;
3380;8;178;69;Tilsit;
3381;186;189;188;Augustov;
3382;158;159;150;Gazakh;
3383;57;22;100;Goland;
3384;17;137;209;Terneuzen;
3385;195;231;70;Chisineu-Cris;
3386;213;5;33;Leuven;
3387;245;24;111;Kirk Kilise;
3388;100;25;124;Ahtabolu;
;111;17;244;x;
;111;17;245;Lake of the Woods;x
;111;17;246;Lake Nipissing;x
;111;17;247;Lake Simcoe;x
